"city","state","date","association","church","organized","members","minister","ordained","settled","race","citation","lon","lat","jlat","jlon","url"
"Charleston","VT","1853-06","Orleans Association","West",NA,15,"J. T. Howard","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 148)",-72.013056,44.841667,44.841667,-72.013056,"https://archive.org/stream/americancongrega04amer#page/148/mode/1up"
"Coventry","VT","1853-06","Orleans Association","",NA,100,"A. R. Gray","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 148)",-72.2616067,44.867617,44.867617,-72.2616067,"https://archive.org/stream/americancongrega04amer#page/148/mode/1up"
"Craftesbury","VT","1853-06","Orleans Association","",NA,132,"S. R. Hall","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 148)",-72.3726071,44.6367179,44.6367179,-72.3726071,"https://archive.org/stream/americancongrega04amer#page/148/mode/1up"
"Derby","VT","1853-06","Orleans Association","",NA,93,"O. T. Lanphear","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 148)",-72.1345069,44.9639953,44.9639953,-72.1345069,"https://archive.org/stream/americancongrega04amer#page/148/mode/1up"
"Glover","VT","1853-06","Orleans Association","",NA,60,"Levi H. Stone","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 148)",-72.1869766,44.7069038,44.7069038,-72.1869766,"https://archive.org/stream/americancongrega04amer#page/148/mode/1up"
"Holland","VT","1853-06","Orleans Association","",NA,17,"J. T. Howard","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 148)",-72.0027446,44.9684078,44.9684078,-72.0027446,"https://archive.org/stream/americancongrega04amer#page/148/mode/1up"
"Greensboro","VT","1853-06","Orleans Association","",NA,99,"J. P. Stone","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 148)",-72.300278,44.589167,44.589167,-72.300278,"https://archive.org/stream/americancongrega04amer#page/148/mode/1up"
"Lowell","VT","1853-06","Orleans Association","",NA,31,"Jubilee Wellman","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 148)",-72.449444,44.795,44.795,-72.449444,"https://archive.org/stream/americancongrega04amer#page/148/mode/1up"
"Morgan","VT","1853-06","Orleans Association","",NA,41,"Jacob S. Clark","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 148)",-71.990278,44.905278,44.905278,-71.990278,"https://archive.org/stream/americancongrega04amer#page/148/mode/1up"
"Newport","VT","1853-06","Orleans Association","",NA,42,"M. Robinson","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 148)",-72.2051022,44.9364356,44.9364356,-72.2051022,"https://archive.org/stream/americancongrega04amer#page/148/mode/1up"
"Troy","VT","1853-06","Orleans Association","South",NA,21,"C. W. Piper","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 148)",-72.4058438,44.9042338,44.905125451432,-72.4105185934503,"https://archive.org/stream/americancongrega04amer#page/148/mode/1up"
"Troy","VT","1853-06","Orleans Association","North",NA,45,"C. W. Piper","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 148)",-72.4058438,44.9042338,44.9055145548019,-72.4100442833717,"https://archive.org/stream/americancongrega04amer#page/148/mode/1up"
"Westfield","VT","1853-06","Orleans Association","",NA,43,"","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 148)",-72.4284431,44.8894911,44.8894911,-72.4284431,"https://archive.org/stream/americancongrega04amer#page/148/mode/1up"
"Benson","VT","1853-06","Rutland Association","",NA,221,"Azariah Hyde","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 149)",-73.294444,43.713611,43.713611,-73.294444,"https://archive.org/stream/americancongrega04amer#page/149/mode/1up"
"Brandon","VT","1853-06","Rutland Association","",NA,183,"F. B. Wheeler","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 149)",-73.0876119,43.7981195,43.7981195,-73.0876119,"https://archive.org/stream/americancongrega04amer#page/149/mode/1up"
"Castleton","VT","1853-06","Rutland Association","",NA,273,"Joseph Steele","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 149)",-73.179832,43.6106223,43.6106223,-73.179832,"https://archive.org/stream/americancongrega04amer#page/149/mode/1up"
"Clarendon","VT","1853-06","Rutland Association","",NA,69,"J. B. Clark","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 149)",-72.9696779,43.5478671,43.5478671,-72.9696779,"https://archive.org/stream/americancongrega04amer#page/149/mode/1up"
"Chittendon","VT","1853-06","Rutland Association","",NA,26,"Chauncy Taylor","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 149)",-72.9428417,43.7271064,43.7271064,-72.9428417,"https://archive.org/stream/americancongrega04amer#page/149/mode/1up"
"Cuttingsville","VT","1853-06","Rutland Association","",NA,6,"S. R. Thrall","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 149)",-72.8823244,43.4884034,43.4884034,-72.8823244,"https://archive.org/stream/americancongrega04amer#page/149/mode/1up"
"Fairhaven","VT","1853-06","Rutland Association","",NA,112,"S. L. Herrick","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 149)",-73.2657155,43.594801,43.594801,-73.2657155,"https://archive.org/stream/americancongrega04amer#page/149/mode/1up"
"Westhaven","VT","1853-06","Rutland Association","",NA,13,"","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 149)",-73.3388168,43.6518488,43.6518488,-73.3388168,"https://archive.org/stream/americancongrega04amer#page/149/mode/1up"
"Mount Holly","VT","1853-06","Rutland Association","",NA,16,"","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 149)",-72.8256382,43.4474694,43.4474694,-72.8256382,"https://archive.org/stream/americancongrega04amer#page/149/mode/1up"
"Hubbardton","VT","1853-06","Rutland Association","",NA,36,"A. S. Swift","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 149)",-73.1845482,43.7073648,43.7073648,-73.1845482,"https://archive.org/stream/americancongrega04amer#page/149/mode/1up"
"Orwell","VT","1853-06","Rutland Association","",NA,174,"R. S. Cushman","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 149)",-73.2978936,43.8039502,43.8039502,-73.2978936,"https://archive.org/stream/americancongrega04amer#page/149/mode/1up"
"Middletown","VT","1853-06","Rutland Association","",NA,80,"J. C. Beekwith","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 149)",-72.7300961,43.2839632,43.2839632,-72.7300961,"https://archive.org/stream/americancongrega04amer#page/149/mode/1up"
"Pittsford","VT","1853-06","Rutland Association","",NA,190,"Charles Walker","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 149)",-73.0281647,43.7067329,43.7067329,-73.0281647,"https://archive.org/stream/americancongrega04amer#page/149/mode/1up"
"Poultney","VT","1853-06","Rutland Association","",NA,152,"Jacob Blakeley","","1853","","The Year-book of the American Congregational Union for the Year 1854 (p. 149)",-73.2362261,43.5170325,43.5170325,-73.2362261,"https://archive.org/stream/americancongrega04amer#page/149/mode/1up"
"Rutland","VT","1853-06","Rutland Association","[First Congregational Church]",NA,306,"Silas Aiken","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 149)",-72.9726065,43.6106237,43.6151057377739,-72.9837336414185,"https://archive.org/stream/americancongrega04amer#page/149/mode/1up"
"Rutland","VT","1853-06","Rutland Association","West",NA,241,"Aldace Walker","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 149)",-72.9726065,43.6106237,43.6144100793691,-72.9760126007436,"https://archive.org/stream/americancongrega04amer#page/149/mode/1up"
"Sudbury","VT","1853-06","Rutland Association","",NA,12,"","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 149)",-73.2045583,43.7992291,43.7992291,-73.2045583,"https://archive.org/stream/americancongrega04amer#page/149/mode/1up"
"Wallingford","VT","1853-06","Rutland Association","",NA,65,"H. Sanderson","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 149)",-72.9773692,43.4717467,43.4717467,-72.9773692,"https://archive.org/stream/americancongrega04amer#page/149/mode/1up"
"Whitehall","VT","1853-06","Rutland Association","",NA,56,"Horace G. Finch","","1853","","The Year-book of the American Congregational Union for the Year 1854 (p. 149)",-73.4037234,43.5556231,43.5556231,-73.4037234,"https://archive.org/stream/americancongrega04amer#page/149/mode/1up"
"Tinmouth","VT","1853-06","Rutland Association","",NA,45,"","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 149)",-73.0495501,43.448682,43.448682,-73.0495501,"https://archive.org/stream/americancongrega04amer#page/149/mode/1up"
"Bellows Falls","VT","1853-06","Windham Association","",NA,20,"James Aiken","","","","The Year-book of the American Congregational Union for the Year 1854 (pp. 149-50)",-72.4439772,43.133411,43.133411,-72.4439772,"https://archive.org/stream/americancongrega04amer#page/149/mode/1up"
"Brattleboro","VT","1853-06","Windham Association","East",NA,294,"A. H. Clapp","","","","The Year-book of the American Congregational Union for the Year 1854 (pp. 149-50)",-72.5578678,42.8509152,42.8460452358636,-72.5600872664387,"https://archive.org/stream/americancongrega04amer#page/149/mode/1up"
"Brattleboro","VT","1853-06","Windham Association","West",NA,181,"Joseph Chandler","","","","The Year-book of the American Congregational Union for the Year 1854 (pp. 149-50)",-72.5578678,42.8509152,42.8554990769733,-72.5554072396992,"https://archive.org/stream/americancongrega04amer#page/149/mode/1up"
"Dummerston","VT","1853-06","Windham Association","",NA,138,"B. F. Foster","","","","The Year-book of the American Congregational Union for the Year 1854 (pp. 149-50)",-72.5838146,42.9215017,42.9215017,-72.5838146,"https://archive.org/stream/americancongrega04amer#page/149/mode/1up"
"Fayetteville","VT","1853-06","Windham Association","",NA,86,"Charles Whiting","","","","The Year-book of the American Congregational Union for the Year 1854 (pp. 149-50)",-72.5778415,44.5588028,44.5588028,-72.5778415,"https://archive.org/stream/americancongrega04amer#page/149/mode/1up"
"Grafton","VT","1853-06","Windham Association","",NA,144,"M. B. Bradford","","","","The Year-book of the American Congregational Union for the Year 1854 (pp. 149-50)",-72.6064633,43.1716817,43.1716817,-72.6064633,"https://archive.org/stream/americancongrega04amer#page/149/mode/1up"
"Halifax","VT","1853-06","Windham Association","[First Congregational Church]",NA,58,"","","","","The Year-book of the American Congregational Union for the Year 1854 (pp. 149-50)",-72.7453716,42.7698048,42.7699611424332,-72.7468510271258,"https://archive.org/stream/americancongrega04amer#page/149/mode/1up"
"Halifax","VT","1853-06","Windham Association","West",NA,45,"Seth S. Arnold","","","","The Year-book of the American Congregational Union for the Year 1854 (pp. 149-50)",-72.7453716,42.7698048,42.7725831898471,-72.7511050479267,"https://archive.org/stream/americancongrega04amer#page/149/mode/1up"
"Jamaica","VT","1853-06","Windham Association","",NA,68,"Calvin Selden","","","","The Year-book of the American Congregational Union for the Year 1854 (pp. 149-50)",-72.7784296,43.1003556,43.1003556,-72.7784296,"https://archive.org/stream/americancongrega04amer#page/149/mode/1up"
"Marlboro","VT","1853-06","Windham Association","",NA,44,"Charles Scott","","","","The Year-book of the American Congregational Union for the Year 1854 (pp. 149-50)",-72.7259271,42.859526,42.859526,-72.7259271,"https://archive.org/stream/americancongrega04amer#page/149/mode/1up"
"Peru","VT","1853-06","Windham Association","",NA,125,"Asa F. Clark","","","","The Year-book of the American Congregational Union for the Year 1854 (pp. 149-50)",-72.8978781,43.2297974,43.2297974,-72.8978781,"https://archive.org/stream/americancongrega04amer#page/149/mode/1up"
"Putney","VT","1853-06","Windham Association","",NA,133,"Amos Foster","","","","The Year-book of the American Congregational Union for the Year 1854 (pp. 149-50)",-72.5217237,42.975268,42.975268,-72.5217237,"https://archive.org/stream/americancongrega04amer#page/149/mode/1up"
"Saxton's River","VT","1853-06","Windham Association","",NA,100,"J. G. Wilson","","","","The Year-book of the American Congregational Union for the Year 1854 (pp. 149-50)",-72.5098115,43.1378556,43.1378556,-72.5098115,"https://archive.org/stream/americancongrega04amer#page/149/mode/1up"
"Stratton","VT","1853-06","Windham Association","",NA,35,"","","","","The Year-book of the American Congregational Union for the Year 1854 (pp. 149-50)",-72.9109334,43.0428562,43.0428562,-72.9109334,"https://archive.org/stream/americancongrega04amer#page/149/mode/1up"
"Townshend","VT","1853-06","Windham Association","[First Congregational Church]",NA,183,"John Wood","","","","The Year-book of the American Congregational Union for the Year 1854 (pp. 149-50)",-72.6678428,43.0472267,43.0413261424949,-72.6621040231619,"https://archive.org/stream/americancongrega04amer#page/149/mode/1up"
"Townshend","VT","1853-06","Windham Association","West",NA,31,"Philetus Clark","","","","The Year-book of the American Congregational Union for the Year 1854 (pp. 149-50)",-72.6678428,43.0472267,43.0495863744779,-72.6695542019427,"https://archive.org/stream/americancongrega04amer#page/149/mode/1up"
